Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Tiros Totales,xG,npxG,xAG,xAG.1,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados.1,Pases_intentados.2,Pases_progresivos,Pases_progresivos.1,Regates_exitosos,Regates_exitosos.1,Pases_medios_completados,Pases_largos_completados,xAG.2,xAG.3,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados.1,Pases_completados.2,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,contract_date,market_value
Jacob Bruun Larsen,dk DEN,"LW,FW",26-206,"Sunday April 13, 2025",0,0,0.0,0.0,0.0,0.0,2,5,5,5,0,0,1,1,2,0,0.0,0.0,0.0,0,5,0,1,0,2,2,2,0,0,0,2,0,100.0,0,0,0,1,6,2,0,0,0,0.0,30.06.2029,0.800227771428931
Ramon Hendriks,nl NED,CB,23-269,"Sunday April 13, 2025",0,0,0.0,0.0,0.0,0.0,0,50,50,50,3,3,0,0,22,3,0.0,0.0,0.0,2,47,3,0,0,44,44,44,0,4,0,0,0,,0,0,0,0,34,0,1,0,1,33.3,30.06.2028,12.07861950507957
Leonidas Stergiou,ch SUI,RB,23-041,"Sunday April 13, 2025",1,1,0.9,0.9,0.0,0.0,1,36,36,36,4,4,1,1,11,3,0.0,0.0,0.0,1,31,5,0,3,25,25,25,0,8,0,14,1,100.0,0,1,1,0,25,3,0,3,1,50.0,30.06.2028,46.10957028749701
Eric Smith,se SWE,CB,27-321,"Sunday November 24, 2024",0,1,0.0,0.0,0.1,0.1,2,84,84,84,7,7,0,0,30,10,0.1,0.1,0.2,9,74,9,0,8,71,71,71,1,2,0,18,1,,0,1,0,0,67,2,0,8,0,,-,28.988257688417733
Alexander Prass,at AUT,WB,23-146,"Saturday October 19, 2024",0,1,0.0,0.0,1.0,1.0,3,46,46,46,3,3,2,2,16,1,1.0,1.0,0.4,1,37,9,0,3,29,29,29,0,2,0,14,3,40.0,2,1,1,1,31,4,1,3,1,50.0,30.06.2028,59.133745027487834
Moritz Nicolas,de GER,GK,27-117,"Saturday February 15, 2025",0,0,0.0,0.0,0.0,0.0,0,8,8,8,0,0,0,0,7,0,0.0,0.0,0.0,0,7,1,0,0,8,8,8,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,,30.06.2029,3.5737505282051067
Shuto Machino,jp JPN,FW,25-145,"Saturday February 22, 2025",0,0,0.0,0.0,0.0,0.0,0,12,12,12,0,0,1,1,4,1,0.0,0.0,0.0,0,10,2,0,0,10,10,10,0,1,0,2,0,100.0,0,0,0,0,8,0,0,0,0,0.0,30.06.2029,3.774203305894771
Yussuf Poulsen,dk DEN,FW,30-231,"Saturday February 1, 2025",0,1,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,0,2,2,2,0,2,0,1,1,,0,0,1,1,3,0,1,0,2,100.0,30.06.2027,2.0003849133103824
Noah Weißhaupt,de GER,AM,23-128,"Sunday January 26, 2025",0,3,0.2,0.2,0.5,0.5,5,24,24,24,2,2,0,0,3,8,0.5,0.5,0.3,1,17,7,0,8,18,18,18,0,2,0,21,3,0.0,2,3,0,0,19,3,0,8,0,,-,32.810755492333605
Shuto Machino,jp JPN,FW,25-139,"Sunday February 16, 2025",0,1,0.0,0.0,0.0,0.0,0,11,11,11,1,1,0,0,2,0,0.0,0.0,0.0,0,9,2,0,0,6,6,6,0,0,0,7,2,,0,1,0,0,9,2,2,0,1,100.0,30.06.2029,19.356773228989294
Junior Adamu,at AUT,FW,23-282,"Saturday March 15, 2025",0,2,0.3,0.3,0.0,0.0,1,7,7,7,1,1,1,1,1,0,0.0,0.0,0.0,0,7,0,0,0,4,4,4,0,0,0,7,3,100.0,0,1,3,0,11,2,2,0,3,50.0,-,0.9943842536853111
Leonidas Stergiou,ch SUI,RB,22-357,"Sunday February 23, 2025",0,0,0.0,0.0,0.0,0.0,1,65,65,65,7,7,0,0,24,3,0.0,0.0,0.0,6,58,7,0,1,58,58,58,0,5,0,14,0,,0,0,2,0,48,2,2,1,0,0.0,30.06.2028,20.041061627088588
Moritz Nicolas,de GER,GK,26-336,"Saturday September 21, 2024",0,0,0.0,0.0,0.0,0.0,0,41,41,41,0,0,0,0,22,4,0.0,0.0,0.0,0,39,2,0,0,36,36,36,0,0,0,0,0,,0,0,0,0,32,0,0,0,0,,30.06.2029,7.882603906437202
Yussuf Poulsen,dk DEN,WB,30-217,"Saturday January 18, 2025",0,3,1.1,1.1,0.0,0.0,0,5,5,5,1,1,0,0,1,0,0.0,0.0,0.0,0,5,0,0,0,5,5,5,0,1,0,7,5,0.0,0,0,0,0,8,2,0,0,0,0.0,30.06.2027,49.026586011015766
Shuto Machino,jp JPN,FW,25-132,"Sunday February 9, 2025",0,2,0.1,0.1,0.6,0.6,5,40,40,40,5,5,1,1,12,2,0.6,0.6,0.4,1,34,6,0,1,27,27,27,0,2,0,16,1,33.3,1,1,2,1,29,2,2,1,1,33.3,30.06.2029,33.317718949778865
Moritz Jenz,de GER,CB,25-319,"Saturday March 15, 2025",0,1,0.1,0.1,0.0,0.0,1,30,30,30,0,0,0,0,19,2,0.0,0.0,0.0,1,29,1,0,0,27,27,27,0,11,0,1,1,,0,0,0,0,25,0,1,0,6,75.0,30.06.2027,12.369171137002311
Mert Komur,de GER,"FW,AM",19-186,"Sunday January 19, 2025",0,1,0.0,0.0,0.0,0.0,4,9,9,9,0,0,1,1,2,0,0.0,0.0,0.0,0,8,1,0,1,7,7,7,0,0,0,6,1,33.3,2,1,1,0,9,3,0,1,1,100.0,30.06.2029,4.70706860260557
Philipp Treu,de GER,"RM,LM",24-088,"Saturday March 1, 2025",0,0,0.0,0.0,0.0,0.0,1,47,47,47,3,3,0,0,14,5,0.0,0.0,0.0,1,35,10,0,0,38,38,38,2,3,1,17,1,0.0,1,0,3,0,30,5,2,0,0,0.0,-,19.13378294984509
Phillip Tietz,de GER,FW,27-214,"Saturday February 8, 2025",0,0,0.0,0.0,0.1,0.1,1,6,6,6,0,0,0,0,1,0,0.1,0.1,0.0,0,6,0,0,0,6,6,6,0,3,0,6,0,,0,0,2,0,8,0,0,0,1,50.0,30.06.2027,9.625893553862852
Philipp Treu,de GER,"RM,RB",24-074,"Saturday February 15, 2025",0,1,0.0,0.0,0.0,0.0,1,55,55,55,1,1,0,0,12,0,0.0,0.0,0.0,4,44,11,0,4,42,42,42,0,3,0,12,0,,0,0,1,0,38,3,0,4,2,100.0,-,8.982871388718152
Eric Smith,se SWE,CM,28-052,"Saturday March 1, 2025",0,0,0.0,0.0,0.0,0.0,1,60,60,60,4,4,0,0,14,2,0.0,0.0,0.1,3,47,13,1,5,39,39,39,0,0,0,22,0,0.0,1,2,0,1,32,1,0,5,1,100.0,-,25.636427249468102
Pascal Groß,de GER,DM,33-252,"Saturday February 22, 2025",0,3,0.5,0.5,1.7,1.7,9,68,68,68,7,7,0,0,28,4,1.7,1.7,1.4,2,63,5,0,10,55,55,55,0,1,0,33,7,0.0,1,0,2,1,58,10,0,10,2,40.0,30.06.2026,82.75094376341414
Pascal Groß,de GER,CM,33-231,"Saturday February 1, 2025",0,1,0.1,0.1,0.1,0.1,2,61,61,61,4,4,0,0,17,5,0.1,0.1,0.1,4,60,1,0,1,50,50,50,0,1,0,16,4,,0,0,2,0,55,5,0,1,1,50.0,30.06.2026,34.93099630639675
Phillip Tietz,de GER,FW,27-194,"Sunday January 19, 2025",0,1,0.0,0.0,0.0,0.0,1,9,9,9,0,0,0,0,1,0,0.0,0.0,0.0,0,9,0,0,0,6,6,6,0,0,0,2,0,0.0,2,1,2,2,9,1,2,0,0,0.0,30.06.2027,-25.312728213286437
Jacob Bruun Larsen,dk DEN,"RM,FW",26-121,"Saturday January 18, 2025",0,0,0.0,0.0,0.1,0.1,1,13,13,13,0,0,0,0,3,0,0.1,0.1,0.1,0,13,0,0,0,11,11,11,0,0,0,9,3,0.0,1,0,0,0,12,4,1,0,0,,30.06.2029,20.277938290914832
Derrick Kohn,de GER,WB,25-238,"Sunday September 29, 2024",0,2,0.1,0.1,0.1,0.1,5,39,39,39,1,1,1,1,9,1,0.1,0.1,0.1,0,35,4,0,2,34,34,34,0,0,0,31,4,50.0,0,1,2,0,35,8,1,2,1,100.0,30.06.2029,43.549440596871165
Ramon Hendriks,nl NED,LB,23-184,"Saturday January 18, 2025",0,0,0.0,0.0,0.1,0.1,1,54,54,54,3,3,0,0,20,3,0.1,0.1,0.1,4,46,8,0,0,49,49,49,0,3,0,7,0,,0,1,0,0,41,1,0,0,0,,30.06.2028,27.73019341934869
Jakub Kaminski,pl POL,WB,22-122,"Saturday October 5, 2024",0,3,0.2,0.2,0.1,0.1,3,26,26,26,4,4,1,1,9,3,0.1,0.1,0.2,0,18,8,0,4,19,19,19,0,3,0,17,2,100.0,0,4,0,1,16,6,1,4,1,100.0,30.06.2026,13.576121080012648
Noah Weißhaupt,de GER,RW,23-162,"Saturday March 1, 2025",0,0,0.0,0.0,0.2,0.2,3,21,21,21,2,2,2,2,5,2,0.2,0.2,0.4,1,18,3,0,6,13,13,13,0,1,0,15,2,50.0,1,1,1,0,19,5,0,6,0,0.0,-,18.207792652837924
Maximilian Arnold,de GER,DM,30-257,"Saturday February 8, 2025",0,2,0.2,0.2,0.0,0.0,0,43,43,43,2,2,0,0,14,2,0.0,0.0,0.0,5,40,3,0,1,35,35,35,0,9,0,7,1,0.0,0,0,2,0,29,0,0,1,1,50.0,30.06.2026,24.276606061254743
Igor Matanovic,hr CRO,FW,21-174,"Saturday September 21, 2024",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0,4,0,0,0,4,4,4,0,0,0,2,0,,0,0,1,0,4,0,0,0,0,,-,6.231897683007579
Noah Weißhaupt,de GER,LW,23-008,"Saturday September 28, 2024",0,1,0.0,0.0,0.0,0.0,3,36,36,36,4,4,1,1,7,2,0.0,0.0,0.1,1,36,0,0,5,27,27,27,0,1,0,28,5,25.0,2,5,2,0,39,7,1,5,0,,-,20.205521419480235
Junior Adamu,at AUT,FW,23-121,"Saturday October 5, 2024",0,2,0.1,0.1,0.2,0.2,3,21,21,21,1,1,2,2,4,0,0.2,0.2,0.2,0,19,2,1,0,13,13,13,0,1,0,16,2,66.7,1,0,6,2,21,3,5,0,4,36.4,-,2.1266175175705655
Maximilian Arnold,de GER,CM,30-131,"Saturday October 5, 2024",0,1,0.0,0.0,0.0,0.0,2,30,30,30,4,4,0,0,7,4,0.0,0.0,0.0,2,22,8,0,5,18,18,18,0,8,0,9,1,,0,1,0,0,11,0,0,5,3,60.0,30.06.2026,5.865647795187618
Andras Schafer,hu HUN,CM,25-330,"Sunday March 9, 2025",0,0,0.0,0.0,0.1,0.1,1,9,9,9,1,1,0,0,1,0,0.1,0.1,0.1,1,9,0,0,0,7,7,7,0,2,0,5,1,,0,3,1,0,7,0,1,0,1,100.0,30.06.2027,17.767313133873827
Phillip Tietz,de GER,"FW,AM",27-207,"Saturday February 1, 2025",0,0,0.0,0.0,0.0,0.0,0,6,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0,6,0,0,0,2,2,2,0,0,0,5,1,,0,0,0,0,4,2,1,0,1,33.3,30.06.2027,10.24830658170962
Jacob Bruun Larsen,dk DEN,AM,26-157,"Sunday February 23, 2025",0,0,0.0,0.0,0.0,0.0,2,10,10,10,0,0,1,1,2,0,0.0,0.0,0.1,0,9,1,0,0,7,7,7,0,0,1,6,3,33.3,2,0,1,0,8,3,0,0,0,0.0,30.06.2029,20.438118091877882
Philipp Treu,de GER,LM,23-294,"Sunday September 22, 2024",0,0,0.0,0.0,0.1,0.1,2,34,34,34,2,2,0,0,11,2,0.1,0.1,0.1,1,25,9,0,2,27,27,27,0,0,0,16,2,0.0,1,4,2,0,17,7,1,2,0,0.0,-,2.2131004289099003
Alexander Prass,at AUT,LB,23-266,"Sunday February 16, 2025",0,0,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,2,1,0,0,1,1,1,0,1,0,0,0,,0,0,1,0,1,0,0,0,0,,30.06.2028,1.9441911752459529
Yussuf Poulsen,dk DEN,FW,30-259,"Saturday March 1, 2025",0,1,0.0,0.0,0.0,0.0,1,6,6,6,1,1,0,0,1,0,0.0,0.0,0.0,0,6,0,0,0,4,4,4,0,0,0,6,3,,0,0,1,0,11,0,0,0,2,40.0,30.06.2027,15.387334429564216
Arthur Chaves,br BRA,CB,24-018,"Sunday February 16, 2025",0,1,0.2,0.2,0.0,0.0,0,28,28,28,1,1,0,0,11,1,0.0,0.0,0.0,1,26,2,0,0,22,22,22,0,6,0,2,2,,0,0,0,0,19,1,0,0,3,33.3,30.06.2029,20.716157158213797
Philipp Treu,de GER,WB,24-054,"Sunday January 26, 2025",0,0,0.0,0.0,0.1,0.1,2,39,39,39,2,2,0,0,12,1,0.1,0.1,0.0,1,34,5,0,1,35,35,35,0,4,0,12,0,,0,1,1,0,26,4,1,1,0,0.0,-,10.794563387655284
Mert Komur,de GER,"AM,CM",19-199,"Saturday February 1, 2025",1,1,0.1,0.1,0.0,0.0,0,7,7,7,0,0,0,0,0,0,0.0,0.0,0.0,0,7,0,0,1,5,5,5,0,1,0,5,2,,0,0,0,1,7,0,0,1,1,33.3,30.06.2029,39.768181198491035
Arnaud Nordin,fr FRA,WB,26-236,"Saturday February 8, 2025",0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1,0,1,0,2,2,0,0,0,0.0,30.06.2028,-7.131326821054305
Moritz Jenz,de GER,CB,25-284,"Saturday February 8, 2025",0,1,0.5,0.5,0.0,0.0,1,77,77,77,1,1,0,0,44,0,0.0,0.0,0.0,1,76,1,0,0,69,69,69,0,3,0,2,1,,0,0,0,0,63,0,1,0,3,60.0,30.06.2027,19.269467633235607
Philipp Treu,de GER,LM,24-046,"Saturday January 18, 2025",0,1,0.1,0.1,0.0,0.0,0,43,43,43,1,1,0,0,16,0,0.0,0.0,0.0,0,33,10,0,0,32,32,32,0,2,0,15,1,,0,3,1,0,28,0,1,0,0,,-,23.598755119805922
Junior Adamu,at AUT,FW,23-233,"Saturday January 25, 2025",0,1,0.1,0.1,0.0,0.0,0,2,2,2,0,0,0,0,2,0,0.0,0.0,0.0,0,1,1,0,0,2,2,2,0,1,0,1,1,,0,0,0,0,2,0,1,0,2,50.0,-,11.494256642604558
Arthur Chaves,br BRA,CB,24-025,"Sunday February 23, 2025",0,0,0.0,0.0,0.0,0.0,0,49,49,49,2,2,0,0,18,3,0.0,0.0,0.0,1,48,1,0,0,38,38,38,0,3,0,3,2,,0,1,0,0,41,0,3,0,4,66.7,30.06.2029,13.322348767777562
Eric Smith,se SWE,CB,28-010,"Saturday January 18, 2025",0,0,0.0,0.0,0.0,0.0,1,34,34,34,1,1,0,0,12,5,0.0,0.0,0.0,1,29,5,0,0,27,27,27,0,6,0,4,0,,0,0,1,0,19,0,2,0,3,60.0,-,5.695700525885381
Phillip Tietz,de GER,FW,27-249,"Saturday March 15, 2025",1,3,0.6,0.6,0.0,0.0,1,20,20,20,2,2,0,0,8,0,0.0,0.0,0.0,1,20,0,0,0,13,13,13,0,0,0,8,3,,0,0,3,0,18,1,2,0,6,60.0,30.06.2027,26.600317782574756
Shuto Machino,jp JPN,AM,25-116,"Friday January 24, 2025",0,1,0.0,0.0,0.0,0.0,2,19,19,19,0,0,0,0,1,2,0.0,0.0,0.0,1,17,2,0,0,10,10,10,0,2,0,9,1,,0,1,3,1,20,2,0,0,3,100.0,30.06.2029,4.837293056265571
Alexander Prass,at AUT,"RB,LB",23-273,"Sunday February 23, 2025",0,0,0.0,0.0,0.0,0.0,0,45,45,45,2,2,1,1,13,3,0.0,0.0,0.0,3,44,1,0,1,32,32,32,0,3,0,11,0,100.0,0,1,1,0,36,2,0,1,0,0.0,30.06.2028,14.822395226921994
Junior Adamu,at AUT,FW,23-114,"Saturday September 28, 2024",0,1,0.1,0.1,0.0,0.0,0,19,19,19,1,1,0,0,4,0,0.0,0.0,0.1,0,17,2,0,0,16,16,16,0,0,0,14,3,,0,0,0,1,14,4,0,0,2,33.3,-,30.884813354242045
Shuto Machino,jp JPN,FW,25-153,"Sunday March 2, 2025",0,3,0.1,0.1,0.2,0.2,6,36,36,36,3,3,2,2,7,2,0.2,0.2,0.2,1,29,7,1,3,18,18,18,0,4,0,22,3,100.0,0,1,0,1,29,4,1,3,3,37.5,30.06.2029,43.653038600761974
Phillip Tietz,de GER,FW,27-236,"Sunday March 2, 2025",0,4,0.4,0.4,0.0,0.0,2,24,24,24,3,3,0,0,4,0,0.0,0.0,0.0,1,24,0,0,0,15,15,15,0,0,0,15,5,,0,0,1,3,25,4,1,0,6,75.0,30.06.2027,24.99118364059754
Pascal Groß,de GER,DM,33-238,"Saturday February 8, 2025",0,0,0.0,0.0,0.1,0.1,3,59,59,59,4,4,0,0,18,2,0.1,0.1,0.1,3,50,9,0,12,40,40,40,0,0,0,23,1,0.0,1,3,1,0,46,7,0,12,0,0.0,30.06.2026,-22.97514106876996
Moritz Nicolas,de GER,GK,26-349,"Friday October 4, 2024",0,0,0.0,0.0,0.0,0.0,0,46,46,46,0,0,0,0,19,15,0.0,0.0,0.0,0,36,10,0,0,43,43,43,0,1,1,0,0,,0,0,0,0,24,0,0,0,1,100.0,30.06.2029,33.64985886009618
Pascal Groß,de GER,DM,33-099,"Sunday September 22, 2024",0,0,0.0,0.0,0.0,0.0,3,46,46,46,5,5,0,0,13,3,0.0,0.0,0.1,0,40,6,0,5,38,38,38,0,0,0,17,1,,0,4,0,0,33,2,1,5,0,,30.06.2026,-1.386403505898251
Philipp Treu,de GER,"LM,WB",23-287,"Sunday September 15, 2024",0,2,0.1,0.1,0.0,0.0,2,51,51,51,3,3,0,0,17,1,0.0,0.0,0.0,2,44,7,0,3,41,41,41,0,1,0,20,3,,0,1,2,0,38,7,2,3,0,0.0,-,12.859717185364937
Maximilian Arnold,de GER,DM,30-242,"Friday January 24, 2025",0,0,0.0,0.0,0.2,0.2,5,113,113,113,14,14,0,0,53,16,0.2,0.2,0.4,14,99,14,0,12,98,98,98,0,1,0,20,0,,0,2,0,1,86,1,1,12,1,50.0,30.06.2026,21.672363349852894
Eric Smith,se SWE,CB,27-251,"Sunday September 15, 2024",0,1,0.0,0.0,0.1,0.1,3,71,71,71,10,10,0,0,29,19,0.1,0.1,0.2,6,60,11,0,7,59,59,59,0,3,0,12,0,,0,0,0,0,49,1,0,7,1,100.0,-,27.159413006515468
Andras Schafer,hu HUN,AM,25-315,"Saturday February 22, 2025",0,0,0.0,0.0,0.0,0.0,1,28,28,28,2,2,0,0,9,0,0.0,0.0,0.1,1,25,3,0,0,21,21,21,0,3,0,7,0,0.0,0,0,2,0,21,2,3,0,1,50.0,30.06.2027,-0.9742487474575299
Mitchell Weiser,de GER,WB,30-321,"Saturday March 8, 2025",0,0,0.0,0.0,0.0,0.0,1,36,36,36,1,1,1,1,6,1,0.0,0.0,0.0,1,27,9,0,2,23,23,23,0,4,0,23,2,50.0,1,2,1,0,23,6,1,2,1,100.0,-,24.757140517371486
Mert Komur,de GER,AM,19-228,"Sunday March 2, 2025",0,0,0.0,0.0,0.0,0.0,1,8,8,8,0,0,0,0,2,0,0.0,0.0,0.0,0,8,0,0,1,7,7,7,0,1,0,5,0,,0,1,1,1,10,1,1,1,0,,30.06.2029,0.9774438634869878
Junior Adamu,at AUT,FW,23-226,"Saturday January 18, 2025",0,1,0.1,0.1,0.0,0.0,0,11,11,11,0,0,2,2,1,0,0.0,0.0,0.0,0,11,0,0,0,5,5,5,0,2,0,4,2,66.7,1,0,0,0,12,2,2,0,3,27.3,-,17.288406293348878
Igor Matanovic,hr CRO,FW,21-301,"Sunday January 26, 2025",0,0,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,3,0,0.0,0.0,0.0,1,2,1,0,0,3,3,3,0,1,0,1,1,,0,0,1,0,2,0,0,0,0,0.0,-,11.025184180605958
Junior Adamu,at AUT,FW,23-247,"Saturday February 8, 2025",0,1,0.0,0.0,0.0,0.0,1,8,8,8,0,0,0,0,1,0,0.0,0.0,0.0,1,8,0,0,1,5,5,5,0,1,0,9,2,,0,0,4,2,15,4,1,1,4,50.0,-,-11.904480484206108
Mitchell Weiser,de GER,WB,30-273,"Sunday January 19, 2025",0,2,0.2,0.2,0.0,0.0,3,70,70,70,3,3,2,2,29,2,0.0,0.0,0.2,3,59,11,2,3,54,54,54,0,0,0,28,5,50.0,2,0,2,1,57,7,2,3,0,0.0,-,48.3296405389555
Arthur Chaves,br BRA,CB,24-031,"Saturday March 1, 2025",0,0,0.0,0.0,0.0,0.0,1,17,17,17,1,1,0,0,10,0,0.0,0.0,0.1,1,17,0,0,0,14,14,14,0,11,0,3,1,,0,0,0,2,13,0,1,0,6,54.5,30.06.2029,7.086758795507707
Phillip Tietz,de GER,"FW,LM",27-073,"Friday September 20, 2024",0,2,0.2,0.2,0.0,0.0,1,3,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,3,0,0,0,2,2,2,0,0,0,4,2,,0,0,0,0,4,1,0,0,1,33.3,30.06.2027,18.668007377696703
Moritz Jenz,de GER,CB,25-311,"Friday March 7, 2025",0,0,0.0,0.0,0.0,0.0,1,29,29,29,1,1,0,0,11,1,0.0,0.0,0.0,0,29,0,0,0,22,22,22,0,10,0,0,0,,0,0,0,0,17,0,2,0,2,40.0,30.06.2027,4.638939258352604
Eric Smith,se SWE,CB,28-038,"Saturday February 15, 2025",0,0,0.0,0.0,0.1,0.1,1,59,59,59,0,0,0,0,23,7,0.1,0.1,0.1,0,55,4,0,2,53,53,53,0,8,0,4,0,,0,1,0,0,44,0,1,2,2,40.0,-,11.180077015966923
Arthur Chaves,br BRA,CB,23-363,"Sunday January 26, 2025",0,0,0.0,0.0,0.0,0.0,1,45,45,45,4,4,0,0,19,3,0.0,0.0,0.0,5,45,0,0,0,39,39,39,0,3,0,3,1,,0,0,0,0,36,0,3,0,0,0.0,30.06.2029,20.483774956089995
Alexander Prass,at AUT,LB,23-279,"Saturday March 1, 2025",0,0,0.0,0.0,0.0,0.0,0,31,31,31,2,2,0,0,8,3,0.0,0.0,0.1,5,23,8,0,4,19,19,19,0,9,0,13,0,,0,1,0,0,16,0,1,4,1,50.0,30.06.2028,27.047158695873254
Maximilian Arnold,de GER,"CM,DM",30-118,"Sunday September 22, 2024",0,1,0.0,0.0,0.0,0.0,1,23,23,23,1,1,1,1,10,6,0.0,0.0,0.0,2,17,6,0,2,19,19,19,0,1,0,4,0,50.0,1,0,0,1,13,0,1,2,0,,30.06.2026,1.920608853836594
Jacob Bruun Larsen,dk DEN,WB,26-010,"Sunday September 29, 2024",0,1,0.0,0.0,0.0,0.0,0,2,2,2,1,1,0,0,1,0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,0,0,0,4,2,0.0,1,0,0,0,5,2,0,0,0,,30.06.2029,10.364008803332464
Derrick Kohn,de GER,LB,26-003,"Friday February 7, 2025",0,0,0.0,0.0,0.0,0.0,0,31,31,31,0,0,0,0,9,2,0.0,0.0,0.0,1,24,7,0,0,23,23,23,0,0,0,4,0,0.0,1,1,1,0,21,1,3,0,1,100.0,30.06.2029,0.0865714588153601
Alexander Prass,at AUT,WB,23-126,"Sunday September 29, 2024",0,2,0.1,0.1,0.0,0.0,2,25,25,25,1,1,1,1,10,1,0.0,0.0,0.0,0,17,8,0,0,16,16,16,0,1,0,6,1,100.0,0,1,0,0,14,0,0,0,1,100.0,30.06.2028,17.808340168018397
Maximilian Arnold,de GER,DM,30-236,"Saturday January 18, 2025",0,1,0.0,0.0,0.0,0.0,3,28,28,28,1,1,0,0,11,4,0.0,0.0,0.0,1,20,8,0,3,21,21,21,0,1,0,3,1,,0,0,1,0,14,0,0,3,0,0.0,30.06.2026,-5.043478131190252
Mitchell Weiser,de GER,"WB,CM",30-314,"Saturday March 1, 2025",1,2,0.2,0.2,0.5,0.5,5,53,53,53,8,8,2,2,10,0,0.5,0.5,0.7,3,44,9,0,4,38,38,38,0,2,0,34,5,66.7,1,0,3,0,41,10,0,4,1,50.0,-,73.70754499406937
Yussuf Poulsen,dk DEN,FW,30-099,"Sunday September 22, 2024",0,1,0.2,0.2,0.1,0.1,1,18,18,18,0,0,0,0,1,0,0.1,0.1,0.1,0,18,0,0,1,11,11,11,0,0,0,10,2,0.0,1,0,2,2,21,7,0,1,3,100.0,30.06.2027,-1.0451676269990937
Junior Adamu,at AUT,FW,23-260,"Friday February 21, 2025",0,0,0.0,0.0,0.0,0.0,0,4,4,4,1,1,0,0,1,0,0.0,0.0,0.0,0,4,0,0,0,2,2,2,0,0,0,2,0,,0,1,0,0,3,1,1,0,0,,-,4.205330632254466
Derrick Kohn,de GER,WB,26-025,"Saturday March 1, 2025",0,0,0.0,0.0,0.0,0.0,0,15,15,15,0,0,0,0,1,0,0.0,0.0,0.0,0,7,8,0,6,5,5,5,0,1,0,12,0,0.0,1,0,0,0,7,2,1,6,0,0.0,30.06.2029,-9.19018835054634
Philipp Treu,de GER,"LM,RM",24-060,"Saturday February 1, 2025",0,3,0.4,0.4,0.0,0.0,1,51,51,51,7,7,0,0,20,1,0.0,0.0,0.1,2,41,10,0,2,39,39,39,0,2,0,18,4,0.0,1,3,0,1,35,1,0,2,0,,-,39.166418472285656
Mitchell Weiser,de GER,"RM,RB",30-292,"Friday February 7, 2025",0,0,0.0,0.0,0.1,0.1,2,22,22,22,2,2,0,0,5,0,0.1,0.1,0.1,1,19,3,0,0,14,14,14,0,2,0,3,0,0.0,1,0,1,2,16,0,0,0,1,50.0,-,-1.5415883302585236
Derrick Kohn,de GER,WB,25-224,"Sunday September 15, 2024",1,1,0.3,0.3,0.0,0.0,0,5,5,5,1,1,0,0,4,0,0.0,0.0,0.0,0,4,1,0,0,5,5,5,0,2,0,3,1,,0,1,1,0,5,1,0,0,0,,30.06.2029,29.001232177815737
Ramon Hendriks,nl NED,"LB,CB",23-198,"Saturday February 1, 2025",0,0,0.0,0.0,0.0,0.0,0,64,64,64,2,2,0,0,19,2,0.0,0.0,0.0,8,57,7,0,2,59,59,59,0,3,0,8,0,,0,0,0,1,54,7,2,2,0,0.0,30.06.2028,9.954437987347507
Mitchell Weiser,de GER,WB,30-147,"Sunday September 15, 2024",0,3,0.2,0.2,0.0,0.0,1,37,37,37,0,0,1,1,5,1,0.0,0.0,0.0,1,27,10,0,0,26,26,26,0,3,0,10,3,50.0,0,0,5,1,28,3,0,0,3,75.0,-,3.456318620826572
Phillip Tietz,de GER,FW,27-081,"Saturday September 28, 2024",0,2,0.2,0.2,0.0,0.0,1,21,21,21,1,1,0,0,6,0,0.0,0.0,0.0,1,18,3,0,0,15,15,15,0,2,0,10,3,,0,1,4,1,22,4,1,0,1,20.0,30.06.2027,2.117244574948028
Noah Weißhaupt,de GER,LW,23-134,"Saturday February 1, 2025",0,1,0.2,0.2,0.0,0.0,2,29,29,29,2,2,0,0,2,3,0.0,0.0,0.0,0,24,5,0,7,13,13,13,0,0,0,21,6,0.0,2,2,3,0,24,11,1,7,1,33.3,-,-6.522884756745466
